happy,moves,deaths,births,total_agents,adults_agents,young_agents,elderly_agents,similar_neighbors
0.3770491803278688,114,0,2,183,64,56,63,0.1564207650273224
0.6270270270270271,69,0,4,185,64,58,63,0.23175675675675675
0.7619047619047619,45,0,5,189,64,62,63,0.2843915343915344
0.8041237113402062,38,0,4,194,64,67,63,0.31443298969072164
0.8383838383838383,32,0,5,198,64,71,63,0.3390151515151515
0.8522167487684729,30,0,1,203,64,76,63,0.354064039408867
0.8970588235294118,21,0,2,204,64,77,63,0.3786764705882353
0.8495145631067961,31,0,6,206,57,60,89,0.33737864077669905
0.7028301886792453,63,20,4,212,57,45,110,0.28360849056603776
0.6479591836734694,69,22,3,196,56,33,107,0.24362244897959184
0.6384180790960452,64,21,4,177,58,34,85,0.2634180790960452
0.625,60,0,5,160,62,34,64,0.25859375
0.6909090909090909,51,0,7,165,67,34,64,0.27954545454545454
0.7267441860465116,47,0,6,172,71,37,64,0.29796511627906974
0.7640449438202247,42,0,9,178,76,38,64,0.3202247191011236
0.7593582887700535,45,0,9,187,77,46,64,0.32620320855614976
0.7959183673469388,40,0,10,196,79,53,64,0.34630102040816324
0.8155339805825242,38,0,2,206,66,57,83,0.3404126213592233
0.7548076923076923,51,26,6,208,49,55,104,0.31971153846153844
0.6914893617021277,58,21,3,188,36,58,94,0.2526595744680851
0.6647058823529411,57,17,5,170,38,57,75,0.23970588235294119
0.6645569620253164,53,0,4,158,39,57,62,0.24525316455696203
0.6790123456790124,52,0,3,162,41,54,67,0.2700617283950617
0.696969696969697,50,0,8,165,43,51,71,0.29545454545454547
0.6936416184971098,53,0,6,173,47,50,76,0.305635838150289
0.7318435754189944,48,0,4,179,55,47,77,0.3226256983240223
0.7923497267759563,38,0,4,183,63,41,79,0.337431693989071
0.7807486631016043,41,0,7,187,59,43,85,0.3462566844919786
0.7216494845360825,54,19,8,194,61,44,89,0.33505154639175255
0.7595628415300546,44,21,7,183,61,49,73,0.3121584699453552
0.7396449704142012,44,16,7,169,62,51,56,0.2921597633136095
0.66875,53,2,6,160,61,54,45,0.24921875
0.6829268292682927,52,4,6,164,57,57,50,0.2583841463414634
0.7530120481927711,41,5,6,166,59,55,52,0.27786144578313254
0.6826347305389222,53,4,7,167,56,55,56,0.2470059880239521
0.6470588235294118,60,5,9,170,51,58,61,0.23970588235294119
0.6896551724137931,54,1,2,174,45,63,66,0.257183908045977
0.7485714285714286,44,2,9,175,50,58,67,0.2842857142857143
0.6813186813186813,58,6,12,182,52,59,71,0.28434065934065933
0.7021276595744681,56,4,5,188,56,64,68,0.28191489361702127
0.7407407407407407,49,3,1,189,58,62,69,0.27380952380952384
0.7433155080213903,48,4,3,187,60,57,70,0.27606951871657753
0.7311827956989247,50,5,5,186,63,54,69,0.2896505376344086
0.7473118279569892,47,7,8,186,61,53,72,0.2956989247311828
0.7058823529411765,55,6,6,187,62,54,71,0.30013368983957217
0.679144385026738,60,9,4,187,67,51,69,0.2887700534759358
0.7472527472527473,46,9,8,182,65,53,64,0.32005494505494503
0.7016574585635359,54,10,3,181,67,52,62,0.30939226519337015
0.6954022988505747,53,2,8,174,71,43,60,0.2916666666666667
0.7277777777777777,49,6,8,180,69,46,65,0.30277777777777776
0.7142857142857143,52,3,9,182,63,53,66,0.28777472527472525
0.7074468085106383,55,5,4,188,60,59,69,0.2779255319148936
0.7593582887700535,45,4,5,187,59,58,70,0.30614973262032086
0.75,47,3,5,188,61,55,72,0.29654255319148937
0.7736842105263158,43,8,7,190,60,54,76,0.2967105263157895
0.6931216931216931,58,6,9,189,55,57,77,0.25793650793650796
0.6979166666666666,58,4,9,192,61,58,73,0.27734375
0.7461928934010152,50,4,2,197,55,64,78,0.30774111675126903
0.7128205128205128,56,7,6,195,51,58,86,0.2923076923076923
0.6855670103092784,61,8,4,194,54,56,84,0.2860824742268041
0.6842105263157895,60,7,7,190,62,51,77,0.29342105263157897
0.7105263157894737,55,7,5,190,63,54,73,0.2993421052631579
0.7393617021276596,49,6,5,188,63,54,71,0.3078457446808511
0.7593582887700535,45,6,6,187,60,54,73,0.3094919786096257
0.7486631016042781,47,6,6,187,61,53,73,0.2934491978609626
0.732620320855615,50,7,11,187,66,50,71,0.29545454545454547
0.7486910994764397,48,9,12,191,67,52,72,0.29842931937172773
0.6907216494845361,60,2,6,194,66,62,66,0.27190721649484534
0.7222222222222222,55,9,6,198,64,62,72,0.3042929292929293
0.7025641025641025,58,12,3,195,60,64,71,0.30705128205128207
0.6935483870967742,57,5,3,186,58,60,68,0.3125
0.7228260869565217,51,1,4,184,59,58,67,0.296875
0.7379679144385026,49,3,4,187,59,57,71,0.30213903743315507
0.75,47,5,7,188,60,55,73,0.31449468085106386
0.7157894736842105,54,8,7,190,59,56,75,0.28157894736842104
0.7142857142857143,54,6,3,189,61,52,76,0.2863756613756614
0.6827956989247311,59,4,12,186,64,43,79,0.27889784946236557
0.6494845360824743,68,8,7,194,68,49,77,0.2551546391752577
0.7305699481865285,52,3,6,193,68,50,75,0.29533678756476683
0.7653061224489796,46,8,5,196,67,53,76,0.3067602040816326
0.7772020725388601,43,8,7,193,63,55,75,0.30569948186528495
0.7708333333333334,44,9,4,192,62,58,72,0.310546875
0.7112299465240641,54,4,5,187,61,58,68,0.2947860962566845
0.7340425531914894,50,5,3,188,62,56,70,0.3171542553191489
0.7419354838709677,48,5,5,186,63,52,71,0.3064516129032258
0.7311827956989247,50,7,2,186,55,54,77,0.2923387096774194
0.6629834254143646,61,9,10,181,55,44,82,0.268646408839779
0.6318681318681318,67,9,5,182,56,47,79,0.24519230769230768
0.6460674157303371,63,2,11,178,56,46,76,0.2717696629213483
0.6684491978609626,62,6,3,187,58,52,77,0.2840909090909091
0.7336956521739131,49,4,7,184,62,48,74,0.296875
0.7165775401069518,53,7,7,187,62,51,74,0.285427807486631
0.7379679144385026,49,5,6,187,63,53,71,0.268048128342246
0.7872340425531915,40,5,6,188,59,56,73,0.2872340425531915
0.7619047619047619,45,6,5,189,57,57,75,0.2962962962962963
0.7127659574468085,54,6,6,188,56,60,72,0.2958776595744681
0.6968085106382979,57,11,7,188,54,56,78,0.28856382978723405
0.6684782608695652,61,12,5,184,52,58,74,0.2914402173913043
0.6892655367231638,55,6,2,177,57,52,68,0.2733050847457627
0.6473988439306358,61,6,3,173,55,51,67,0.2550578034682081
0.6352941176470588,62,3,6,170,55,47,68,0.2580882352941177
0.6473988439306358,61,3,6,173,58,46,69,0.26011560693641617
0.6818181818181818,56,4,2,176,59,46,71,0.2840909090909091
0.6954022988505747,53,4,6,174,62,42,70,0.2952586206896552
0.6647727272727273,59,7,7,176,62,43,71,0.2833806818181818
0.7102272727272727,51,7,7,176,66,44,66,0.2940340909090909
0.6988636363636364,53,3,7,176,63,44,69,0.2840909090909091
0.6833333333333333,57,12,4,180,63,46,71,0.29305555555555557
0.6744186046511628,56,7,5,172,54,48,70,0.2616279069767442
0.6235294117647059,64,6,9,170,54,50,66,0.25073529411764706
0.6416184971098265,62,5,5,173,53,53,67,0.2774566473988439
0.653179190751445,60,7,3,173,52,52,69,0.2796242774566474
0.7455621301775148,43,4,4,169,48,53,68,0.32322485207100593
0.7337278106508875,45,5,5,169,48,51,70,0.3136094674556213
0.6982248520710059,51,3,3,169,50,49,70,0.2818047337278107
0.6390532544378699,61,5,4,169,51,45,73,0.27958579881656803
0.6488095238095238,59,2,2,168,51,42,75,0.26339285714285715
0.6904761904761905,52,10,4,168,50,40,78,0.2819940476190476
0.6604938271604939,55,5,5,162,53,39,70,0.2700617283950617
0.6975308641975309,49,11,5,162,59,35,68,0.27391975308641975
0.6858974358974359,49,3,4,156,58,35,63,0.25240384615384615
0.7070063694267515,46,7,5,157,55,36,66,0.27229299363057324
0.7032258064516129,46,7,6,155,57,37,61,0.25725806451612904
0.7077922077922078,45,6,8,154,56,38,60,0.27516233766233766
0.6730769230769231,51,6,3,156,52,43,61,0.26842948717948717
0.6339869281045751,56,5,4,153,49,42,62,0.2540849673202614
0.6118421052631579,59,6,3,152,44,44,64,0.25493421052631576
0.6912751677852349,46,7,2,149,44,43,62,0.2676174496644295
0.6875,45,5,10,144,44,40,60,0.24305555555555555
0.6040268456375839,59,2,5,149,40,45,64,0.2197986577181208
0.6447368421052632,54,3,5,152,39,46,67,0.22861842105263158
0.6233766233766234,58,6,5,154,41,46,67,0.2435064935064935
0.6470588235294118,54,6,3,153,43,45,65,0.23529411764705882
0.5666666666666667,65,2,4,150,46,40,64,0.21
0.618421052631579,58,6,5,152,46,41,65,0.22039473684210525
0.6490066225165563,53,7,6,151,46,42,63,0.25
0.7066666666666667,44,7,4,150,47,45,58,0.2683333333333333
0.6326530612244898,54,7,8,147,45,47,55,0.23979591836734693
0.6621621621621622,50,4,2,148,50,45,53,0.23479729729729729
0.6232876712328768,55,5,5,146,50,42,54,0.2457191780821918
0.684931506849315,46,9,5,146,51,42,53,0.2705479452054795
