,happy,moves,deaths,births,total_agents,adults_agents,young_agents,elderly_agents,similar_neighbors
90,0.45454545454545453,72,10,16,132,46,22,64,0.1903409090909091
91,0.5362318840579711,64,11,11,138,42,28,68,0.19202898550724637
92,0.4492753623188406,76,19,9,138,38,27,73,0.17028985507246377
93,0.421875,74,16,9,128,38,20,70,0.1513671875
94,0.36363636363636365,77,8,14,121,39,18,64,0.13016528925619836
95,0.4094488188976378,75,14,13,127,36,23,68,0.15354330708661418
96,0.38095238095238093,78,16,7,126,29,27,70,0.1597222222222222
97,0.358974358974359,75,16,9,117,32,20,65,0.14636752136752137
98,0.2727272727272727,80,10,15,110,36,16,58,0.11022727272727273
99,0.3565217391304348,74,12,7,115,34,24,57,0.14456521739130435
