happy,moves,deaths,births,total_agents,adults_agents,young_agents,elderly_agents,similar_neighbors
0.22935779816513763,84,0,3,109,28,44,37,0.09518348623853211
0.4107142857142857,66,0,4,112,28,47,37,0.14397321428571427
0.46551724137931033,62,0,5,116,28,51,37,0.17780172413793102
0.5702479338842975,52,0,5,121,28,56,37,0.19834710743801653
0.6746031746031746,41,0,2,126,28,61,37,0.25396825396825395
0.734375,34,0,2,128,28,63,37,0.2646484375
0.8,26,0,5,130,28,65,37,0.3076923076923077
0.7333333333333333,36,0,5,135,36,52,47,0.2759259259259259
0.6142857142857143,54,16,3,140,43,44,53,0.23482142857142857
0.48031496062992124,66,11,3,127,44,34,49,0.1860236220472441
0.42857142857142855,68,10,4,119,47,34,38,0.15441176470588236
0.4690265486725664,60,0,2,113,51,34,28,0.16592920353982302
0.5478260869565217,52,0,5,115,56,31,28,0.1826086956521739
0.5833333333333334,50,0,3,120,61,31,28,0.20833333333333334
0.6341463414634146,45,0,10,123,63,32,28,0.24288617886178862
0.6691729323308271,44,0,9,133,65,40,28,0.26221804511278196
0.6971830985915493,43,0,8,142,70,44,28,0.2676056338028169
0.6733333333333333,49,0,3,150,57,47,46,0.255
0.6339869281045751,56,10,4,153,47,47,59,0.22712418300653595
0.564625850340136,64,6,3,147,37,48,62,0.19727891156462585
0.6111111111111112,56,12,4,144,38,47,59,0.2204861111111111
0.5661764705882353,59,0,1,136,36,49,51,0.20404411764705882
0.6277372262773723,51,0,2,137,36,45,56,0.23083941605839417
0.6474820143884892,49,0,2,139,34,44,61,0.26798561151079137
0.6170212765957447,54,0,3,141,42,36,63,0.25886524822695034
0.625,54,0,4,144,49,30,65,0.2682291666666667
0.668918918918919,49,0,4,148,52,26,70,0.2939189189189189
0.6447368421052632,54,0,4,152,50,27,75,0.296875
0.6346153846153846,57,18,3,156,51,27,78,0.2988782051282051
0.6453900709219859,50,13,5,141,51,27,63,0.2553191489361702
0.6390977443609023,48,13,5,133,51,28,54,0.23402255639097744
0.6,50,3,1,125,50,32,43,0.218
0.5853658536585366,51,4,3,123,47,31,45,0.20934959349593496
0.5491803278688525,55,5,4,122,46,32,44,0.2038934426229508
0.5371900826446281,56,5,3,121,39,33,49,0.1859504132231405
0.4369747899159664,67,2,3,119,34,32,53,0.16491596638655462
0.45,66,2,1,120,30,31,59,0.16145833333333334
0.42016806722689076,69,5,1,119,31,28,60,0.16176470588235295
0.5652173913043478,50,5,1,115,30,26,59,0.20217391304347826
0.5405405405405406,51,3,5,111,32,22,57,0.20945945945945946
0.584070796460177,47,3,3,113,33,22,58,0.21902654867256638
0.5663716814159292,49,4,4,113,33,24,56,0.2157079646017699
0.5398230088495575,52,2,0,113,34,25,54,0.19469026548672566
0.5675675675675675,48,5,4,111,36,21,54,0.20833333333333334
0.509090909090909,54,3,3,110,36,22,52,0.18181818181818182
0.509090909090909,54,10,3,110,35,22,53,0.1875
0.5631067961165048,45,9,5,103,32,24,47,0.1941747572815534
0.45454545454545453,54,8,5,99,29,28,42,0.16540404040404041
0.4375,54,3,4,96,27,32,37,0.1484375
0.5154639175257731,47,4,5,97,27,31,39,0.18298969072164947
0.3979591836734694,59,3,18,98,25,33,40,0.15816326530612246
0.36283185840707965,72,4,26,113,28,47,38,0.15376106194690264
0.5777777777777777,57,1,24,135,25,73,37,0.22870370370370371
0.6835443037974683,50,2,21,158,25,93,40,0.2879746835443038
0.7457627118644068,45,2,17,177,25,111,41,0.3220338983050847
0.78125,42,3,20,192,25,125,42,0.3372395833333333
0.8325358851674641,35,4,27,209,29,140,40,0.36782296650717705
0.8405172413793104,37,4,25,232,33,162,37,0.3900862068965517
0.8972332015810277,26,4,28,253,36,183,34,0.42934782608695654
0.8772563176895307,34,3,28,277,36,206,35,0.4602888086642599
0.8807947019867549,36,5,4,302,51,216,35,0.4871688741721854
0.8737541528239202,38,5,5,301,73,194,34,0.45141196013289037
0.8903654485049833,33,1,13,301,97,175,29,0.436046511627907
0.8498402555910544,47,3,12,313,114,167,32,0.4049520766773163
0.860248447204969,45,4,12,322,128,162,32,0.40566770186335405
0.8606060606060606,46,3,12,330,145,154,31,0.4200757575757576
0.8495575221238938,51,3,19,339,167,139,33,0.41629793510324486
0.8704225352112676,46,1,20,355,187,133,35,0.40669014084507044
0.8636363636363636,51,1,5,374,211,125,38,0.41310160427807485
0.8571428571428571,54,1,1,378,234,102,42,0.44841269841269843
0.873015873015873,48,5,5,378,220,99,59,0.4990079365079365
0.9021164021164021,37,3,3,378,199,99,80,0.48644179894179895
0.9021164021164021,37,4,4,378,188,89,101,0.4566798941798942
0.8809523809523809,45,0,0,378,179,81,118,0.455026455026455
0.8994708994708994,38,4,4,378,174,69,135,0.46494708994708994
0.9047619047619048,36,3,3,378,166,61,151,0.4834656084656085
0.8888888888888888,42,3,3,378,158,45,175,0.4738756613756614
0.8703703703703703,49,5,5,378,153,28,197,0.4675925925925926
0.8624338624338624,52,5,5,378,130,28,220,0.478505291005291
0.8492063492063492,57,4,4,378,103,32,243,0.5076058201058201
0.8835978835978836,44,5,5,378,104,31,243,0.5486111111111112
0.8915343915343915,41,18,11,378,102,33,243,0.5446428571428571
0.8598382749326146,52,26,10,371,93,40,238,0.5013477088948787
0.8929577464788733,38,24,9,355,81,50,224,0.4788732394366197
0.9058823529411765,32,21,5,340,73,55,212,0.48419117647058824
0.8858024691358025,37,17,6,324,64,57,203,0.4853395061728395
0.8626198083067093,43,20,2,313,48,60,205,0.46645367412140576
0.8576271186440678,42,27,3,295,33,57,205,0.451271186440678
0.8634686346863468,37,25,2,271,33,55,183,0.43219557195571956
0.8064516129032258,48,28,3,248,36,53,159,0.3790322580645161
0.7488789237668162,56,28,2,223,36,51,136,0.3480941704035874
0.7309644670050761,53,4,6,197,44,42,111,0.31408629441624364
0.7437185929648241,51,5,2,199,50,38,111,0.3222361809045226
0.7857142857142857,42,13,10,196,59,31,106,0.3284438775510204
0.7616580310880829,46,12,4,193,60,36,97,0.33031088082901555
0.7783783783783784,41,12,5,185,63,34,88,0.31148648648648647
0.8089887640449438,34,12,6,178,62,37,79,0.3223314606741573
0.7383720930232558,45,19,7,172,60,40,72,0.28997093023255816
0.65625,55,20,7,160,57,45,58,0.25625
0.6054421768707483,58,5,4,147,56,49,42,0.23979591836734693
0.678082191780822,47,1,5,146,53,51,42,0.2542808219178082
0.68,48,5,4,150,48,50,52,0.2575
0.6040268456375839,59,3,3,149,40,52,57,0.22483221476510068
0.5906040268456376,61,4,3,149,41,45,63,0.21644295302013422
0.6283783783783784,55,0,5,148,40,44,64,0.22550675675675674
0.6601307189542484,52,4,2,153,39,44,70,0.2426470588235294
0.6423841059602649,54,3,5,151,43,40,68,0.2508278145695364
0.673202614379085,50,3,4,153,47,38,68,0.2696078431372549
0.6753246753246753,50,5,4,154,52,35,67,0.3003246753246753
0.6601307189542484,52,5,5,153,53,35,65,0.2908496732026144
0.6928104575163399,47,4,3,153,56,35,62,0.28594771241830064
0.7302631578947368,41,5,6,152,54,34,64,0.29523026315789475
0.7581699346405228,37,11,3,153,55,37,61,0.27941176470588236
0.7103448275862069,42,10,6,145,48,37,60,0.2603448275862069
0.6666666666666666,47,9,2,141,49,38,54,0.24645390070921985
0.6492537313432836,47,5,1,134,46,38,50,0.22667910447761194
0.6846153846153846,41,6,2,130,45,34,51,0.2653846153846154
0.5714285714285714,54,2,3,126,42,32,52,0.25
0.5826771653543307,53,3,1,127,39,31,57,0.2421259842519685
0.576,53,2,2,125,40,27,58,0.245
0.656,43,3,4,125,38,26,61,0.286
0.6666666666666666,42,2,4,126,40,24,62,0.26587301587301587
0.625,48,6,6,128,40,25,63,0.26953125
0.5625,56,2,5,128,43,25,60,0.232421875
0.5419847328244275,60,10,5,131,40,28,63,0.22328244274809161
0.5238095238095238,60,4,4,126,39,32,55,0.1884920634920635
0.6190476190476191,48,5,6,126,36,34,56,0.22718253968253968
0.5511811023622047,57,6,3,127,35,37,55,0.2076771653543307
0.5564516129032258,55,7,4,124,32,39,53,0.21068548387096775
0.6115702479338843,47,7,3,121,29,41,51,0.2159090909090909
0.5128205128205128,57,4,5,117,30,40,47,0.202991452991453
0.5169491525423728,57,5,2,118,28,41,49,0.1864406779661017
0.5478260869565217,52,4,2,115,31,37,47,0.18369565217391304
0.5309734513274337,53,3,3,113,30,34,49,0.19247787610619468
0.504424778761062,56,3,2,113,33,32,48,0.168141592920354
0.49107142857142855,57,5,6,112,36,30,46,0.17857142857142858
0.4778761061946903,59,2,6,113,40,30,43,0.18252212389380532
0.5470085470085471,53,5,4,117,40,33,44,0.1858974358974359
0.5603448275862069,51,4,3,116,43,33,40,0.20797413793103448
0.5739130434782609,49,4,9,115,44,33,38,0.21304347826086956
0.575,51,5,6,120,45,37,38,0.228125
0.5619834710743802,53,3,4,121,43,41,37,0.21694214876033058
0.5901639344262295,50,6,5,122,39,43,40,0.22336065573770492
0.6033057851239669,48,3,2,121,37,45,39,0.2303719008264463
0.6083333333333333,47,6,7,120,34,45,41,0.22916666666666666
0.5867768595041323,50,2,3,121,36,46,39,0.22004132231404958
0.5983606557377049,49,1,7,122,36,43,43,0.22643442622950818
0.53125,60,2,5,128,37,46,45,0.2138671875
0.6030534351145038,52,3,4,131,36,48,47,0.24045801526717558
0.5681818181818182,57,1,10,132,42,43,47,0.2178030303030303
0.5390070921985816,65,2,3,141,43,47,51,0.21808510638297873
0.6267605633802817,53,4,4,142,45,46,51,0.238556338028169
0.6408450704225352,51,4,3,142,48,45,49,0.24295774647887325
0.6170212765957447,54,6,5,141,47,46,48,0.23670212765957446
0.5785714285714286,59,5,4,140,52,44,44,0.22053571428571428
0.48201438848920863,72,5,4,139,49,45,45,0.18525179856115107
0.5507246376811594,62,4,7,138,50,42,46,0.20923913043478262
0.475177304964539,74,6,4,141,51,44,46,0.1773049645390071
0.460431654676259,75,3,3,139,52,44,43,0.1906474820143885
0.45323741007194246,76,4,6,139,53,37,49,0.16276978417266186
0.5460992907801419,64,3,7,141,50,40,51,0.1950354609929078
0.5724137931034483,62,5,5,145,50,43,52,0.19655172413793104
0.5793103448275863,61,2,1,145,48,45,52,0.21551724137931033
0.6180555555555556,55,2,5,144,51,41,52,0.2265625
0.6190476190476191,56,3,4,147,48,42,57,0.23214285714285715
0.6621621621621622,50,2,4,148,49,42,57,0.2592905405405405
0.6933333333333334,46,6,4,150,49,39,62,0.2658333333333333
0.6283783783783784,55,6,7,148,48,39,61,0.24324324324324326
0.5973154362416108,60,4,4,149,47,43,59,0.22483221476510068
0.5838926174496645,62,3,3,149,43,41,65,0.2181208053691275
0.5704697986577181,64,9,5,149,47,37,65,0.2063758389261745
0.5862068965517241,60,6,2,145,48,37,60,0.2043103448275862
0.6737588652482269,46,4,4,141,46,38,57,0.2322695035460993
0.6453900709219859,50,5,3,141,46,37,58,0.2322695035460993
0.6115107913669064,54,2,7,139,46,36,57,0.24730215827338128
0.6319444444444444,53,7,6,144,46,39,59,0.2829861111111111
0.5804195804195804,60,3,4,143,43,41,59,0.24737762237762237
0.6111111111111112,56,7,0,144,46,38,60,0.2543402777777778
0.635036496350365,50,5,4,137,47,34,56,0.24817518248175183
0.6397058823529411,49,4,3,136,44,35,57,0.2426470588235294
0.6296296296296297,50,10,3,135,42,33,60,0.24351851851851852
0.609375,50,3,3,128,39,34,55,0.240234375
0.6171875,49,4,2,128,42,33,53,0.234375
0.6349206349206349,46,3,6,126,40,32,54,0.23412698412698413
0.627906976744186,48,5,6,129,43,31,55,0.24806201550387597
0.6230769230769231,49,4,3,130,45,31,54,0.25961538461538464
0.49612403100775193,65,4,6,129,45,30,54,0.22965116279069767
0.4961832061068702,66,7,4,131,38,36,57,0.21946564885496184
0.546875,58,4,3,128,38,36,54,0.2255859375
0.6220472440944882,48,3,4,127,38,36,53,0.25
0.625,48,6,4,128,36,37,55,0.2568359375
0.6190476190476191,48,7,1,126,37,38,51,0.2390873015873016
0.6666666666666666,40,5,4,120,35,37,48,0.25416666666666665
0.6050420168067226,47,1,3,119,38,35,46,0.24054621848739496
0.5371900826446281,56,5,3,121,37,32,52,0.2159090909090909
0.4369747899159664,67,4,1,119,34,32,53,0.18172268907563024
0.4482758620689655,64,4,3,116,36,27,53,0.18642241379310345
0.4608695652173913,62,4,6,115,40,26,49,0.1826086956521739
0.5042735042735043,58,7,2,117,39,29,49,0.19658119658119658
0.5446428571428571,51,4,2,112,40,27,45,0.21428571428571427
0.5454545454545454,50,3,4,110,41,25,44,0.21477272727272728
0.5045045045045045,55,5,6,111,39,28,44,0.20833333333333334
0.5892857142857143,46,2,2,112,41,30,41,0.22209821428571427
0.6160714285714286,43,4,5,112,38,29,45,0.22767857142857142
0.5575221238938053,50,3,3,113,35,31,47,0.18915929203539822
0.5309734513274337,53,7,7,113,33,33,47,0.22123893805309736
0.504424778761062,56,6,2,113,30,37,46,0.17699115044247787
0.44036697247706424,61,4,1,109,32,33,44,0.16972477064220184
0.4811320754716981,55,0,3,106,31,32,43,0.19811320754716982
0.5229357798165137,52,4,3,109,29,33,47,0.19495412844036697
0.5,54,3,2,108,29,32,47,0.17824074074074073
0.4953271028037383,54,3,2,107,34,28,45,0.17990654205607476
0.44339622641509435,59,3,6,106,32,28,46,0.1580188679245283
0.4954128440366973,55,2,2,109,34,29,46,0.15940366972477063
0.5321100917431193,51,6,4,109,34,28,47,0.17660550458715596
0.5327102803738317,50,6,3,107,40,25,42,0.169392523364486
0.4807692307692308,54,3,6,104,39,26,39,0.1466346153846154
0.5700934579439252,46,6,2,107,34,31,42,0.17757009345794392
0.5242718446601942,49,4,3,103,35,30,38,0.1650485436893204
0.5588235294117647,45,3,1,102,36,30,36,0.18382352941176472
0.5,50,4,2,100,34,29,37,0.175
0.5102040816326531,48,4,3,98,30,29,39,0.17091836734693877
0.4948453608247423,49,1,8,97,34,26,37,0.14690721649484537
0.49038461538461536,53,4,2,104,31,32,41,0.17548076923076922
0.5392156862745098,47,3,5,102,32,30,40,0.17279411764705882
0.5192307692307693,50,3,5,104,28,32,44,0.17067307692307693
0.4528301886792453,58,1,3,106,32,31,43,0.16745283018867924
0.5,54,3,5,108,33,32,43,0.17476851851851852
0.4818181818181818,57,6,4,110,33,34,43,0.1715909090909091
0.4537037037037037,59,2,5,108,31,37,40,0.16435185185185186
0.4774774774774775,58,2,1,111,31,40,40,0.16891891891891891
0.44545454545454544,61,4,3,110,32,38,40,0.16363636363636364
0.5045871559633027,54,6,2,109,34,33,42,0.16628440366972477
0.5619047619047619,46,2,2,105,34,33,38,0.18928571428571428
0.5714285714285714,45,5,4,105,35,30,40,0.18333333333333332
0.5192307692307693,50,3,2,104,37,29,38,0.17548076923076922
0.5339805825242718,48,7,5,103,34,28,41,0.16747572815533981
0.5643564356435643,44,2,5,101,37,28,36,0.1967821782178218
0.5,52,1,2,104,38,29,37,0.17427884615384615
0.5714285714285714,45,3,4,105,42,26,37,0.18214285714285713
0.5377358490566038,49,3,2,106,41,29,36,0.18396226415094338
0.6095238095238096,41,2,3,105,41,28,36,0.2154761904761905
0.6415094339622641,38,2,3,106,35,29,42,0.20518867924528303
0.6355140186915887,39,6,4,107,35,30,42,0.2219626168224299
0.6,42,2,3,105,34,30,41,0.20476190476190476
0.5754716981132075,45,4,3,106,31,31,44,0.20047169811320756
0.5523809523809524,47,3,3,105,33,29,43,0.1880952380952381
0.5238095238095238,50,6,5,105,33,27,45,0.18214285714285713
0.5,52,2,3,104,31,30,43,0.19230769230769232
0.5619047619047619,46,3,1,105,30,29,46,0.20357142857142857
0.6019417475728155,41,1,0,103,31,28,44,0.22330097087378642
0.6176470588235294,39,2,2,102,31,25,46,0.2549019607843137
0.6470588235294118,36,3,1,102,32,24,46,0.2622549019607843
0.59,41,8,7,100,34,21,45,0.24
0.5151515151515151,48,2,3,99,33,25,41,0.18055555555555555
0.5,50,5,5,100,34,25,41,0.19
0.51,49,5,5,100,32,27,41,0.19
0.52,48,3,4,100,32,27,41,0.1775
0.49504950495049505,51,5,1,101,33,28,40,0.16831683168316833
0.4639175257731959,52,4,3,97,30,28,39,0.163659793814433
0.5,48,5,3,96,28,31,37,0.16145833333333334
0.46808510638297873,50,1,5,94,27,32,35,0.14627659574468085
0.46938775510204084,52,3,4,98,25,36,37,0.14030612244897958
0.5959595959595959,40,2,0,99,28,33,38,0.18181818181818182
0.5360824742268041,45,2,7,97,28,30,39,0.17396907216494845
0.5196078431372549,49,4,4,102,30,32,40,0.17034313725490197
0.49019607843137253,52,2,1,102,32,31,39,0.15318627450980393
0.45544554455445546,55,5,2,101,31,28,42,0.15841584158415842
0.40816326530612246,58,5,2,98,29,29,40,0.14540816326530612
0.42105263157894735,55,2,3,95,31,28,36,0.13289473684210526
0.4479166666666667,53,4,4,96,34,28,34,0.15104166666666666
0.4791666666666667,50,2,2,96,37,27,32,0.15364583333333334
0.4583333333333333,52,3,5,96,40,25,31,0.1484375
0.41836734693877553,57,3,2,98,33,30,35,0.14285714285714285
0.422680412371134,56,4,4,97,37,25,35,0.1327319587628866
0.5051546391752577,48,3,5,97,36,25,36,0.17525773195876287
0.46464646464646464,53,3,1,99,32,29,38,0.1553030303030303
0.5567010309278351,43,3,3,97,30,28,39,0.19716494845360824
0.44329896907216493,54,5,10,97,31,29,37,0.1559278350515464
0.45098039215686275,56,3,2,102,31,36,35,0.15441176470588236
0.42574257425742573,58,1,2,101,32,34,35,0.1373762376237624
0.4215686274509804,59,0,1,102,29,34,39,0.13848039215686275
0.4077669902912621,61,2,3,103,30,30,43,0.13349514563106796
0.47115384615384615,55,1,3,104,32,31,41,0.171875
0.49056603773584906,54,7,1,106,29,30,47,0.14858490566037735
0.41,59,3,5,100,30,26,44,0.135
0.4117647058823529,60,5,3,102,30,30,42,0.14338235294117646
0.48,52,5,4,100,31,30,39,0.14625
0.4444444444444444,55,4,5,99,39,24,36,0.12626262626262627
0.48,52,1,3,100,38,27,35,0.1475
0.5196078431372549,49,3,2,102,36,28,38,0.15441176470588236
0.504950495049505,50,3,4,101,35,29,37,0.16212871287128713
0.5392156862745098,47,5,4,102,33,30,39,0.19240196078431374
0.504950495049505,50,4,3,101,34,31,36,0.1782178217821782
0.56,44,0,3,100,31,33,36,0.215
0.5825242718446602,43,7,4,103,31,31,41,0.2111650485436893
0.55,45,4,1,100,33,32,35,0.2
0.5154639175257731,47,1,6,97,34,29,34,0.16752577319587628
0.47058823529411764,54,2,4,102,29,30,43,0.16053921568627452
0.5192307692307693,50,2,3,104,30,31,43,0.1935096153846154
0.5333333333333333,49,3,2,105,30,32,43,0.20476190476190476
0.46153846153846156,56,4,4,104,33,30,41,0.17908653846153846
0.4519230769230769,57,2,3,104,34,30,40,0.17548076923076922
0.4857142857142857,54,5,1,105,34,30,41,0.17023809523809524
0.49504950495049505,51,2,2,101,36,28,37,0.1670792079207921
0.45544554455445546,55,4,1,101,35,26,40,0.15346534653465346
0.45918367346938777,53,5,6,98,33,26,39,0.1568877551020408
0.40404040404040403,59,1,3,99,35,26,38,0.13636363636363635
0.37623762376237624,63,3,1,101,34,25,42,0.14603960396039603
0.41414141414141414,58,10,1,99,34,23,42,0.16666666666666666
0.37777777777777777,56,2,4,90,34,22,34,0.11805555555555555
0.358695652173913,59,2,4,92,34,22,36,0.11413043478260869
0.43617021276595747,53,1,5,94,33,23,38,0.13430851063829788
0.3673469387755102,62,3,1,98,31,27,40,0.125
0.4895833333333333,49,3,4,96,30,26,40,0.15625
0.4020618556701031,58,1,3,97,27,29,41,0.1481958762886598
0.4444444444444444,55,5,3,99,32,26,41,0.1452020202020202
0.5154639175257731,47,3,1,97,29,26,42,0.17525773195876287
0.5894736842105263,39,4,1,95,26,26,43,0.19210526315789472
0.5760869565217391,39,5,2,92,24,26,42,0.19021739130434784
0.5730337078651685,38,3,4,89,26,24,39,0.20084269662921347
0.5777777777777777,38,2,2,90,26,24,40,0.175
0.5333333333333333,42,4,3,90,28,21,41,0.17777777777777778
0.5280898876404494,42,4,4,89,28,23,38,0.16292134831460675
0.5393258426966292,41,3,1,89,30,23,36,0.16853932584269662
0.4942528735632184,44,3,0,87,32,21,34,0.15660919540229884
0.47619047619047616,44,4,7,84,29,18,37,0.16815476190476192
0.45977011494252873,47,1,4,87,27,24,36,0.14655172413793102
0.4444444444444444,50,6,4,90,27,27,36,0.15
0.4659090909090909,47,4,4,88,28,29,31,0.16193181818181818
0.48863636363636365,45,3,2,88,28,29,31,0.17045454545454544
0.47126436781609193,46,2,2,87,26,29,32,0.1724137931034483
0.45977011494252873,47,4,4,87,24,28,35,0.15660919540229884
0.4827586206896552,45,3,1,87,27,28,32,0.14942528735632185
0.4470588235294118,47,1,0,85,24,28,33,0.14852941176470588
0.4880952380952381,43,2,4,84,21,28,35,0.14583333333333334
0.47674418604651164,45,1,1,86,25,25,36,0.1380813953488372
0.46511627906976744,46,6,3,86,28,22,36,0.15406976744186046
0.4578313253012048,45,3,1,83,31,21,31,0.15512048192771086
0.41975308641975306,47,1,4,81,33,18,30,0.15123456790123457
0.5119047619047619,41,1,4,84,31,20,33,0.17261904761904762
0.5172413793103449,42,4,2,87,31,22,34,0.1781609195402299
0.5176470588235295,41,4,3,85,32,20,33,0.17352941176470588
0.5833333333333334,35,5,0,84,29,22,33,0.19345238095238096
0.5443037974683544,36,1,2,79,28,22,29,0.17246835443037975
0.5625,35,4,2,80,32,20,28,0.16875
0.5256410256410257,37,3,2,78,26,21,31,0.1842948717948718
0.4025974025974026,46,3,1,77,25,20,32,0.1331168831168831
0.38666666666666666,46,1,4,75,22,20,33,0.11166666666666666
0.4358974358974359,44,1,3,78,22,20,36,0.1233974358974359
0.4125,47,2,3,80,24,19,37,0.1109375
0.43209876543209874,46,4,0,81,24,20,37,0.12345679012345678
0.45454545454545453,42,2,2,77,23,17,37,0.12012987012987013
0.4675324675324675,41,3,2,77,22,19,36,0.13474025974025974
0.4868421052631579,39,4,2,76,24,19,33,0.13486842105263158
0.43243243243243246,42,1,1,74,22,19,33,0.1097972972972973
0.4594594594594595,40,0,1,74,23,18,33,0.125
0.4666666666666667,40,7,1,75,21,18,36,0.12666666666666668
0.43478260869565216,39,4,4,69,24,15,30,0.12318840579710146
0.4057971014492754,41,4,4,69,23,16,30,0.11775362318840579
0.2898550724637681,49,4,1,69,22,17,30,0.08695652173913043
0.36363636363636365,42,2,4,66,20,18,28,0.10606060606060606
0.3235294117647059,46,2,2,68,19,20,29,0.09926470588235294
0.39705882352941174,41,4,3,68,21,20,27,0.09558823529411764
0.40298507462686567,40,1,2,67,21,21,25,0.11753731343283583
0.4852941176470588,35,0,1,68,20,22,26,0.13970588235294118
0.5072463768115942,34,4,3,69,19,22,28,0.13405797101449277
0.47058823529411764,36,1,3,68,19,24,25,0.125
0.35714285714285715,45,3,2,70,19,23,28,0.1125
0.3333333333333333,46,1,4,69,20,21,28,0.1068840579710145
0.3194444444444444,49,4,1,72,18,24,30,0.11458333333333333
0.2608695652173913,51,4,5,69,22,21,26,0.06884057971014493
0.21428571428571427,55,2,0,70,22,24,24,0.05714285714285714
0.17647058823529413,56,3,1,68,23,21,24,0.05330882352941176
0.2727272727272727,48,0,4,66,23,20,23,0.0625
0.3142857142857143,48,2,1,70,23,23,24,0.07857142857142857
0.37681159420289856,43,2,4,69,25,21,23,0.08695652173913043
0.39436619718309857,43,2,3,71,27,22,22,0.1056338028169014
0.375,45,1,1,72,25,23,24,0.10590277777777778
