,happy,moves,deaths,births,total_agents,adults_agents,young_agents,elderly_agents,similar_neighbors
230,0.7538693714702144,49.2,7.8,8.0,254.2,80.4,75.6,98.2,0.34421304587747614
231,0.7590499829935174,48.6,8.2,8.4,254.4,80.8,76.2,97.4,0.34979380424665135
232,0.7783949482416296,45.2,7.8,6.6,254.6,79.8,77.0,97.8,0.35818351810252513
233,0.7714690691457406,45.6,9.6,8.6,253.4,81.2,73.8,98.4,0.3467440399959586
234,0.7497582745839868,51.0,7.4,6.8,252.4,83.0,74.2,95.2,0.3447970550657488
235,0.760768827854952,49.4,7.2,7.6,251.8,79.8,74.8,97.2,0.3522683881822548
236,0.7787650910822608,47.2,9.2,6.0,252.2,79.4,74.6,98.2,0.353190692761559
237,0.7790746569146145,45.8,7.4,6.6,249.0,80.4,70.0,98.6,0.3499932919297066
238,0.75848614514168,50.2,7.4,7.8,248.2,83.0,65.6,99.6,0.347395567160501
239,0.759644058821195,50.2,7.6,7.8,248.6,82.4,66.4,99.8,0.34488590216282194
240,0.7750695928983408,47.0,10.2,8.4,248.8,83.6,66.2,99.0,0.3427336463777284
241,0.7623615285251149,48.8,8.4,7.6,247.0,84.6,66.2,96.2,0.33474922850687105
242,0.7494234880312447,53.0,7.0,10.2,246.2,83.6,67.2,95.4,0.3287278891568369
243,0.74252926264512,51.6,8.6,7.8,249.4,82.4,68.8,98.2,0.3292323137735035
244,0.7539530326356775,49.2,8.4,7.6,248.6,81.0,69.8,97.8,0.32975203049644564
245,0.7495320172731794,51.4,6.4,7.2,247.8,82.4,69.8,95.6,0.32781692004291874
246,0.7548949018986758,50.6,9.4,9.4,248.6,80.6,71.0,97.0,0.33511559739593283
247,0.7543146263730298,50.6,8.2,8.0,248.6,76.6,73.8,98.2,0.334760351126968
248,0.7859000170561153,45.2,9.6,5.8,248.4,73.4,74.0,101.0,0.346899159069483
249,0.7713137124467834,48.6,8.4,8.0,244.6,74.2,72.0,98.4,0.3354070823870063
250,0.7562271751913101,51.4,7.6,7.0,244.2,74.6,71.6,98.0,0.3296346689451737
251,0.7491726124496304,52.0,6.8,6.8,243.6,73.8,71.0,98.8,0.33306771932787654
252,0.7584688108924309,50.2,7.4,7.0,243.6,77.4,67.6,98.6,0.3349249981253654
253,0.7469465089473522,53.0,7.6,8.2,243.2,76.6,66.8,99.8,0.32927626487582984
254,0.746124652222872,53.0,9.8,10.0,243.8,77.4,67.4,99.0,0.3350521543053605
255,0.7517310306212781,50.8,8.2,7.0,244.0,77.0,70.2,96.8,0.3297289984285506
256,0.7515830828624674,50.0,6.2,7.0,242.8,80.4,67.8,94.6,0.3319650096650466
257,0.7527606735101084,51.0,7.8,7.2,243.6,81.8,66.8,95.0,0.34271511778502417
